,transaction_id,transaction_datetime,customer_id,product_id,product_lvl1,product_lvl2,product_lvl3,product_lvl4,brand,price,description,rating,num_sold,quantity,unit_price,total_amount,payment_id,promotion_id,transaction_status,transaction_type,store_id
2407,2407,2020-06-28 20:02:08,8712,61,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,2.0,801,1,15000,15000,2407.0,2407.0,Đã tiếp nhận,Thẻ tín dụng,8728
2408,2408,2021-11-23 13:10:34,9605,100,Tiêu dùng nhanh,Đồ ăn nhẹ,Khoai tây chiên,Khoai tây chiên phô mai,Snack Delights,18000,Khoai tây chiên phô mai Snack Delights - Ăn vặt thú vị và ngon miệng.,3.5,1563,0,18000,0,,2408.0,Đang xử lý,Thanh toán,8605
2409,2409,2021-04-10 08:27:30,838,17,Túi xách và Ví,Túi xách nữ,Túi xách nữ thời trang,Túi xách nữ thời trang Fossil,Fossil,2099000,Túi xách nữ thời trang Fossil - Phong cách trẻ trung và năng động.,2.9,215,5,2099000,10495000,,2409.0,Đang xử lý,Hoàn tiền,8450
2410,2410,2022-11-05 20:31:27,572,103,Laptop và Máy tính,Laptop,MacBook,MacBook Air,Apple,27990000,Apple MacBook Air 2020 - Máy tính xách tay siêu mỏng và nhẹ.,4.7,687,9,27990000,251910000,2410.0,,Đang xử lý,Mua hàng,8876
2411,2411,2022-10-24 22:56:06,3010,101,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,205,7,45000,315000,,2411.0,Đã giao hàng,Thẻ ghi nợ,8171
2412,2412,2020-08-06 10:09:47,7288,46,Đèn trang trí và Chiếu sáng,Đèn trần,Đèn trần phòng khách,Đèn trần phòng khách hiện đại,Artemide,2599000,Đèn trần phòng khách hiện đại Artemide - Tạo điểm nhấn cho phòng khách.,3.0,1876,2,2599000,5198000,2412.0,,Đang xử lý,Thanh toán trực tuyến,8143
2413,2413,2022-05-04 08:16:35,4046,122,Sách,Sách tự lực,Sách phát triển bản thân,Đọc Vị Bất Kỳ Ai,David J. Lieberman,78000,Sách phát triển bản thân 'Đọc Vị Bất Kỳ Ai' của David J. Lieberman - Kỹ năng đọc tâm lý người khác.,5.0,1181,1,78000,78000,2413.0,2413.0,Thành công,Hoàn tiền,8798
2414,2414,2021-03-17 21:23:17,1493,79,Rau củ,Củ,Khoai lang,Khoai lang sáp,Harvest Garden,18000,Khoai lang sáp Harvest Garden - Tươi ngon và giàu chất xơ.,4.5,766,0,18000,0,2414.0,2414.0,Đã hủy,Hoàn tiền,8205
2415,2415,2020-06-27 02:01:56,4213,0,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,4.7,1119,0,80000,0,2415.0,,Đang xử lý,Thanh toán,8295
2416,2416,2019-02-27 00:39:50,4961,16,Siêu thị đồ ăn,Thực phẩm đông lạnh,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,3.8,1205,2,70000,140000,2416.0,2416.0,Đã hủy,Thẻ tín dụng,8159
2417,2417,2022-09-09 23:47:00,966,66,Thể thao và Dã ngoại,Xe đạp,Xe đạp địa hình,Xe đạp địa hình MTB Giant,Giant,17990000,Xe đạp địa hình MTB Giant - Trải nghiệm thú vị trên mọi địa hình.,5.0,188,0,17990000,0,2417.0,2417.0,Đã giao hàng,Thanh toán,8601
2418,2418,2022-12-24 12:45:46,5016,14,Siêu thị đồ ăn,Thực phẩm đóng gói,Chips,Chips khoai tây,Crispy Crunch,18000,Chips khoai tây Crispy Crunch - Ăn vặt thú vị và hấp dẫn.,4.9,1230,0,18000,0,2418.0,2418.0,Đã giao hàng,Thanh toán,8688
2419,2419,2014-02-09 01:07:53,3103,28,Rau củ,Rau,Cà rốt,Cà rốt sạch,Local Farms,15000,Cà rốt sạch Local Farms - Tươi ngon và giàu vitamin A.,4.8,135,1,15000,15000,2419.0,2419.0,Đã giao hàng,Thẻ ghi nợ,8321
2420,2420,2021-11-24 22:22:42,4252,13,Thể thao và Dã ngoại,Balo leo núi,Balo leo núi phong cách,Balo leo núi The North Face,The North Face,1990000,Balo leo núi The North Face - Đối tác đáng tin cậy trên mỗi cuộc hành trình.,4.8,854,0,1990000,0,,2420.0,Đã xác nhận,Thanh toán,8076
2421,2421,2017-08-01 23:55:11,1028,31,Thời trang Nam/Nữ,Đầm,Đầm nữ,Đầm nữ dự tiệc,H&M,790000,Đầm nữ dự tiệc H&M - Nổi bật và quyến rũ trong bất kỳ buổi tiệc nào.,4.6,1419,0,790000,0,,,Thành công,Thanh toán,8777
2422,2422,2022-12-23 10:41:27,5032,67,Siêu thị,Thực phẩm đóng hộp,Nước mắm,Nước mắm Phú Quốc,Phu Quoc Fish Sauce,45000,Nước mắm Phú Quốc - Hương vị đặc trưng và thơm ngon.,4.6,983,0,45000,0,2422.0,,Đã tiếp nhận,Thanh toán trực tuyến,8378
2423,2423,2022-04-13 19:39:10,2825,73,Thời trang Nam/Nữ,Quần jeans,Quần jeans skinny,Quần jeans skinny nam,Levi's,899000,Quần jeans skinny Levi's - Phong cách hiện đại và thời trang.,4.5,1041,0,899000,0,2423.0,2423.0,Đã giao hàng,Hoàn tiền,8220
2424,2424,2020-11-06 11:41:30,9085,114,Siêu thị đồ ăn,Thực phẩm đóng hộp,Sữa,Sữa đặc hộp,Nestle,25000,Sữa đặc hộp Nestle - Thơm ngon và bổ dưỡng.,2.3,218,1,25000,25000,,2424.0,Đã giao hàng,Thẻ tín dụng,8744
2425,2425,2019-07-20 03:15:52,906,62,Đồng hồ,Đồng hồ nam,Đồng hồ nam dây da,Đồng hồ nam dây da Tissot,Tissot,4790000,Đồng hồ nam dây da Tissot - Phong cách lịch lãm và sang trọng.,4.7,668,12,4790000,57480000,2425.0,2425.0,Thành công,Thẻ tín dụng,8415
2426,2426,2022-04-22 18:34:24,5859,63,Đồ ăn,Thực phẩm đóng gói,Kẹo,Kẹo sữa dừa,Orion,12000,Kẹo sữa dừa Orion - Vị ngọt dịu dàng thơm mát.,4.6,1060,0,12000,0,2426.0,2426.0,Đang xử lý,Thanh toán,8569
2427,2427,2022-12-13 15:47:35,3328,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,13,70000,910000,2427.0,2427.0,Đang xử lý,Hoàn tiền,8649
2428,2428,2022-03-18 03:47:52,250,17,Túi xách và Ví,Túi xách nữ,Túi xách nữ thời trang,Túi xách nữ thời trang Fossil,Fossil,2099000,Túi xách nữ thời trang Fossil - Phong cách trẻ trung và năng động.,2.9,215,0,2099000,0,,2428.0,Đã giao hàng,Mua hàng,8819
2429,2429,2021-09-17 01:43:43,6391,44,Siêu thị,Thực phẩm đóng gói,Gạo,Gạo thơm,Premium Rice,45000,Gạo thơm Premium Rice - Thơm ngon và đậm đà hương vị.,4.9,957,0,45000,0,2429.0,,Đang xử lý,Hoàn tiền,8011
2430,2430,2020-12-19 10:28:50,5930,86,Siêu thị đồ ăn,Thực phẩm đóng hộp,Nước chấm,Nước chấm chua ngọt,Dipping Delights,15000,Nước chấm chua ngọt Dipping Delights - Kết hợp vị chua ngọt độc đáo.,,1469,7,15000,105000,2430.0,2430.0,Đã giao hàng,Mua hàng,8094
2431,2431,2022-10-13 15:18:27,3828,60,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,4.7,302,0,15000,0,2431.0,,Đang xử lý,Thanh toán,8111
2432,2432,2020-08-26 08:40:09,2423,121,Điện gia dụng,Máy lọc không khí,Máy lọc không khí Sharp,Máy lọc không khí Sharp KI-A60E-W,Sharp,2899000,Máy lọc không khí Sharp KI-A60E-W - Lọc sạch không khí trong nhà.,4.6,1352,7,2899000,20293000,,2432.0,Đã tiếp nhận,Mua hàng,8965
2433,2433,2022-04-19 17:31:00,2579,40,Tiêu dùng nhanh,Đồ ăn nhanh,Bánh mỳ,Bánh mỳ thịt nguội,Bakery Delights,25000,Bánh mỳ thịt nguội Bakery Delights - Ăn sáng ngon lành và no nê.,5.0,1784,0,25000,0,2433.0,,Đã giao hàng,Thẻ ghi nợ,8243
2434,2434,2022-11-17 13:09:08,597,93,Tiêu dùng nhanh,Đồ uống,Trà sữa,Trà sữa trân châu đường đen,Milk Tea House,45000,Trà sữa trân châu đường đen Milk Tea House - Hương vị ngọt ngào và ngon miệng.,4.6,788,0,45000,0,2434.0,,Đã giao hàng,Thanh toán trực tuyến,8229
2435,2435,2022-12-07 04:21:50,7771,131,Thể thao và Dã ngoại,Xe đạp đua,Xe đạp đua địa hình,Xe đạp đua địa hình Trek Procaliber,Trek,24990000,Xe đạp đua địa hình Trek Procaliber - Sự lựa chọn hàng đầu của những tay đua chuyên nghiệp.,4.9,423,7,24990000,174930000,2435.0,2435.0,Đã tiếp nhận,Mua hàng,8908
2436,2436,2020-12-06 15:01:32,6222,125,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,4.6,952,0,120000,0,2436.0,2436.0,Đang xử lý,Hoàn tiền,8542
2437,2437,2018-03-24 11:00:29,861,47,Rau củ,Rau,Bắp cải,Bắp cải xanh,Healthy Greens,22000,Bắp cải xanh Healthy Greens - Tươi ngon và giàu chất chống oxy hóa.,1.7,318,4,22000,88000,2437.0,2437.0,Đã hoàn trả,Thanh toán,8235
2438,2438,2022-01-30 03:14:04,8845,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,0,690000,0,2438.0,2438.0,Đã giao hàng,Thanh toán,8200
2439,2439,2019-03-27 06:51:07,3745,139,Rau củ,Rau,Rau muống,Rau muống sạch,Local Farms,10000,Rau muống sạch Local Farms - Tươi ngon và giàu vitamin A.,4.6,1627,10,10000,100000,2439.0,,Đang xử lý,Thanh toán,8687
2440,2440,2016-10-07 05:54:16,3126,1,Quần áo,Quần leggings,Quần leggings nữ,Quần leggings nữ Adidas,Adidas,500000,Quần leggings nữ Adidas - Thoải mái khi vận động.,2.6,1220,0,500000,0,,,Đang xử lý,Thanh toán,8912
2441,2441,2021-04-13 13:09:39,5187,38,Điện thoại di động,Smartphone,Pixel,Pixel 6 Pro,Google,23990000,Google Pixel 6 Pro 128GB - Trải nghiệm Android hoàn hảo cùng Google.,2.5,850,0,23990000,0,2441.0,2441.0,Đã xác nhận,Thanh toán trực tuyến,8871
2442,2442,2022-12-23 09:18:16,5841,74,Siêu thị,Thực phẩm tươi sống,Thịt lợn,Thịt lợn tươi,Local Meats,120000,Thịt lợn tươi Local Meats - Tươi ngon và thơm ngon.,3.3,836,0,120000,0,2442.0,,Thành công,Hoàn tiền,8330
2443,2443,2020-02-27 23:04:23,2630,82,Thương mại điện tử,Máy nghe nhạc,Loa di động,Loa di động JBL Charge 4,JBL,3000000,Loa di động JBL Charge 4 - Âm thanh mạnh mẽ và pin trâu.,4.7,854,1,3000000,3000000,2443.0,2443.0,Đã giao hàng,Thanh toán,8613
2444,2444,2020-06-09 18:49:00,9419,84,Siêu thị đồ ăn,Thực phẩm đóng gói,Sữa chua,Sữa chua thanh long,Yogurt Delights,12000,Sữa chua thanh long Yogurt Delights - Kết hợp vị chua ngọt thơm lừng.,4.7,823,4,12000,48000,,,Thành công,Thanh toán,8836
2445,2445,2022-08-09 21:28:21,9964,121,Điện gia dụng,Máy lọc không khí,Máy lọc không khí Sharp,Máy lọc không khí Sharp KI-A60E-W,Sharp,2899000,Máy lọc không khí Sharp KI-A60E-W - Lọc sạch không khí trong nhà.,4.6,1352,0,2899000,0,,,Đã xác nhận,Thẻ tín dụng,8025
2446,2446,2022-02-13 06:22:46,59,120,Tiêu dùng nhanh,Đồ ăn nhẹ,Bánh quy,Bánh quy socola,Sweet Treats,15000,Bánh quy socola Sweet Treats - Ăn vặt ngọt ngào và thơm ngon.,4.9,761,19,15000,285000,,,Đã giao hàng,Thanh toán,8604
2447,2447,2022-05-19 16:01:46,6647,58,Sách,Sách tham khảo,Sách lịch sử,A Brief History of Time,Stephen Hawking,135000,Sách lịch sử 'A Brief History of Time' của Stephen Hawking - Giải thích về vũ trụ và thời gian.,4.9,1195,12,135000,1620000,2447.0,2447.0,Đã tiếp nhận,Mua hàng,8575
2448,2448,2022-05-28 18:26:49,9642,36,Siêu thị đồ ăn,Thực phẩm đóng hộp,Đậu hũ,Đậu hũ hấp,Tofu Brand,20000,Đậu hũ hấp Tofu Brand - Dinh dưỡng và ngon miệng.,3.2,256,1,20000,20000,2448.0,,Đã giao hàng,Hoàn tiền,8363
2449,2449,2022-12-21 20:14:17,5538,91,Làm đẹp và Chăm sóc cá nhân,Son môi,Son môi đỏ,Son môi đỏ Mac,MAC,329000,Son môi đỏ Mac - Màu sắc tươi tắn và lâu trôi.,4.8,1942,0,329000,0,2449.0,,Thành công,Thanh toán,8415
2450,2450,2022-05-08 07:42:39,3630,59,Sách,Sách triết học,Triết lý sống,Điều Còn Lại Sau Khi Chết,NXB Văn Học,75000,Sách triết học 'Điều Còn Lại Sau Khi Chết' - Suy ngẫm về ý nghĩa cuộc sống và cái chết.,4.9,1798,4,75000,300000,2450.0,,Đã hoàn trả,Mua hàng,8213
2451,2451,2021-10-28 22:07:55,5363,107,Đèn trang trí và Chiếu sáng,Bóng đèn LED,Bóng đèn LED RGB,Bóng đèn LED RGB Xiaomi,Xiaomi,199000,Bóng đèn LED RGB Xiaomi - Tùy chỉnh ánh sáng theo ý muốn.,4.6,736,0,199000,0,2451.0,,Đã giao hàng,Hoàn tiền,8789
2452,2452,2022-02-14 13:55:54,1417,91,Làm đẹp và Chăm sóc cá nhân,Son môi,Son môi đỏ,Son môi đỏ Mac,MAC,329000,Son môi đỏ Mac - Màu sắc tươi tắn và lâu trôi.,4.8,1942,4,329000,1316000,,,Đã giao hàng,Thanh toán,8280
2453,2453,2022-04-01 19:20:16,2662,21,Siêu thị đồ ăn,Đồ uống,Bia,Bia Heineken,Heineken,22000,Bia Heineken - Vị đậm đà và ngon miệng.,4.8,330,0,22000,0,2453.0,,Đã giao hàng,Thanh toán,8344
2454,2454,2022-07-13 04:26:53,5662,146,Siêu thị đồ ăn,Thực phẩm đóng gói,Kẹo,Kẹo sữa dừa,Orion,12000,Kẹo sữa dừa Orion - Vị ngọt dịu dàng thơm mát.,4.6,226,0,12000,0,2454.0,2454.0,Đã tiếp nhận,Thẻ tín dụng,8608
2455,2455,2022-07-01 04:38:39,9879,78,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Sony Handycam FDR-AX53,Sony,18990000,Máy quay phim 4K Sony Handycam FDR-AX53 - Quay phim chất lượng cao.,4.8,1629,0,18990000,0,2455.0,2455.0,Thành công,Thẻ tín dụng,8887
2456,2456,2022-12-29 04:15:58,9330,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,1,690000,690000,,,Đã hủy,Thanh toán,8810
2457,2457,2022-09-06 22:55:34,1739,61,Siêu thị,Thực phẩm đóng gói,Bánh mỳ,Bánh mỳ sữa,Bakery Delights,15000,Bánh mỳ sữa Bakery Delights - Ăn sáng ngon lành và no nê.,2.0,801,0,15000,0,2457.0,2457.0,Đã xác nhận,Mua hàng,8018
2458,2458,2022-12-13 04:12:41,8257,33,Điện gia dụng,Lò vi sóng,Lò vi sóng nướng,Lò vi sóng nướng Panasonic,Panasonic,3690000,Lò vi sóng nướng Panasonic - Nấu nướng tiện lợi.,4.6,99,0,3690000,0,2458.0,2458.0,Đã hoàn trả,Mua hàng,8676
2459,2459,2022-12-21 03:14:23,2228,93,Tiêu dùng nhanh,Đồ uống,Trà sữa,Trà sữa trân châu đường đen,Milk Tea House,45000,Trà sữa trân châu đường đen Milk Tea House - Hương vị ngọt ngào và ngon miệng.,4.6,788,14,45000,630000,,2459.0,Đã hủy,Hoàn tiền,8604
2460,2460,2018-10-17 05:31:29,296,137,Làm đẹp và Chăm sóc cá nhân,Máy tạo kiểu tóc,Máy tạo kiểu tóc 2 trong 1,Máy tạo kiểu tóc 2 trong 1 Philips,Philips,549000,Máy tạo kiểu tóc 2 trong 1 Philips - Tạo kiểu tóc dễ dàng.,4.7,977,0,549000,0,2460.0,2460.0,Đã tiếp nhận,Thẻ tín dụng,8677
2461,2461,2021-01-25 08:16:52,7804,139,Rau củ,Rau,Rau muống,Rau muống sạch,Local Farms,10000,Rau muống sạch Local Farms - Tươi ngon và giàu vitamin A.,4.6,1627,2,10000,20000,,2461.0,Đã giao hàng,Hoàn tiền,8319
2462,2462,2020-08-03 00:05:44,8410,106,Đồ ăn,Thực phẩm tươi sống,Hải sản,Cá hồi tươi,Fresh Seafood,70000,Cá hồi tươi Fresh Seafood - Tươi ngon và giàu omega-3.,4.9,559,0,70000,0,2462.0,2462.0,Thành công,Thanh toán,8315
2463,2463,2022-02-23 14:05:30,3827,109,Phụ kiện điện thoại,Pin dự phòng,Pin dự phòng 10000mAh,Pin dự phòng 10000mAh Anker,Anker,690000,Pin dự phòng 10000mAh Anker - Sạc nhanh và tiện lợi.,2.8,1291,16,690000,11040000,2463.0,,Đã hoàn trả,Hoàn tiền,8199
2464,2464,2020-05-05 17:49:22,8343,123,Siêu thị,Thực phẩm đông lạnh,Hải sản,Cá basa đông lạnh,Frozen Seafood,80000,Cá basa đông lạnh Frozen Seafood - Tươi ngon và giàu dinh dưỡng.,2.4,1144,2,80000,160000,2464.0,,Đang xử lý,Hoàn tiền,8113
2465,2465,2021-12-10 05:43:03,6417,120,Tiêu dùng nhanh,Đồ ăn nhẹ,Bánh quy,Bánh quy socola,Sweet Treats,15000,Bánh quy socola Sweet Treats - Ăn vặt ngọt ngào và thơm ngon.,4.9,761,2,15000,30000,2465.0,2465.0,Đang xử lý,Thanh toán,8812
2466,2466,2021-07-15 08:11:34,1585,120,Tiêu dùng nhanh,Đồ ăn nhẹ,Bánh quy,Bánh quy socola,Sweet Treats,15000,Bánh quy socola Sweet Treats - Ăn vặt ngọt ngào và thơm ngon.,4.9,761,2,15000,30000,,2466.0,Đã hủy,Mua hàng,8514
2467,2467,2022-02-13 02:00:10,7489,27,Điện thoại di động,Smartphone,Galaxy,Galaxy S21,Samsung,17990000,Samsung Galaxy S21 128GB - Sự tiếp nối xuất sắc trong dòng Galaxy S.,4.7,1554,0,17990000,0,,2467.0,Thành công,Mua hàng,8698
2468,2468,2022-01-01 06:00:50,6020,138,Điện thoại di động,Smartphone,Galaxy,Galaxy Z Fold 3,Samsung,29990000,Samsung Galaxy Z Fold 3 256GB - Smartphone gập màn hình cao cấp.,4.9,1582,0,29990000,0,2468.0,2468.0,Thành công,Thanh toán trực tuyến,8211
2469,2469,2020-05-11 02:24:27,2960,120,Tiêu dùng nhanh,Đồ ăn nhẹ,Bánh quy,Bánh quy socola,Sweet Treats,15000,Bánh quy socola Sweet Treats - Ăn vặt ngọt ngào và thơm ngon.,4.9,761,17,15000,255000,,,Đang xử lý,Mua hàng,8058
2470,2470,2021-11-25 13:57:34,2523,145,Sách,Sách triết học,Triết lý cuộc sống,Từ Tốt Đến Vĩ Đại,Jim Collins,89000,Sách triết học 'Từ Tốt Đến Vĩ Đại' của Jim Collins - Cuốn sách giúp doanh nghiệp phát triển và thành công.,4.7,1119,0,89000,0,2470.0,2470.0,Đã giao hàng,Mua hàng,8990
2471,2471,2018-03-07 08:38:06,9385,78,Máy ảnh và Máy quay phim,Máy quay phim,Máy quay phim 4K,Máy quay phim 4K Sony Handycam FDR-AX53,Sony,18990000,Máy quay phim 4K Sony Handycam FDR-AX53 - Quay phim chất lượng cao.,4.8,1629,1,18990000,18990000,2471.0,2471.0,Thành công,Mua hàng,8380
2472,2472,2019-10-09 18:30:34,1624,116,Thương mại điện tử,Máy ảnh,Máy ảnh DSLR,Canon EOS 90D,Canon,25000000,Máy ảnh Canon EOS 90D - Chụp ảnh chất lượng cao và quay video 4K.,4.7,1361,10,25000000,250000000,2472.0,,Đã giao hàng,Thanh toán trực tuyến,8250
2473,2473,2019-04-28 15:55:20,9545,59,Sách,Sách triết học,Triết lý sống,Điều Còn Lại Sau Khi Chết,NXB Văn Học,75000,Sách triết học 'Điều Còn Lại Sau Khi Chết' - Suy ngẫm về ý nghĩa cuộc sống và cái chết.,4.9,1798,0,75000,0,2473.0,2473.0,Đã giao hàng,Thẻ ghi nợ,8374
2474,2474,2022-08-12 18:07:48,525,68,Thương mại điện tử,Máy tính bảng,Samsung Tab,Samsung Galaxy Tab S7,Samsung,18000000,Samsung Galaxy Tab S7 - Màn hình AMOLED đẹp và bút S Pen tiện ích.,4.8,846,3,18000000,54000000,2474.0,,Đã tiếp nhận,Thanh toán trực tuyến,8103
2475,2475,2020-04-05 05:41:21,5112,121,Điện gia dụng,Máy lọc không khí,Máy lọc không khí Sharp,Máy lọc không khí Sharp KI-A60E-W,Sharp,2899000,Máy lọc không khí Sharp KI-A60E-W - Lọc sạch không khí trong nhà.,4.6,1352,2,2899000,5798000,,2475.0,Đang xử lý,Hoàn tiền,8867
2476,2476,2022-10-24 02:03:30,450,97,Siêu thị,Đồ uống,Bia,Bia Tiger,Tiger Beer,25000,Bia Tiger Tiger Beer - Vị đậm đà và thơm ngon.,4.8,183,0,25000,0,2476.0,2476.0,Đang xử lý,Mua hàng,8452
2477,2477,2022-04-30 18:56:43,8131,41,Thiết bị điện tử,Thiết bị chơi game,Thiết bị chơi game Nintendo Switch,Thiết bị chơi game Nintendo Switch OLED,Nintendo,8990000,Thiết bị chơi game Nintendo Switch OLED - Trải nghiệm game di động chất lượng cao.,4.6,1357,11,8990000,98890000,2477.0,2477.0,Đã giao hàng,Mua hàng,8193
2478,2478,2022-06-27 08:51:11,7144,136,Tiêu dùng nhanh,Đồ uống,Cà phê,Cà phê đen,Coffee Time,35000,Cà phê đen Coffee Time - Hương vị đậm đà và sảng khoái.,4.9,272,12,35000,420000,2478.0,2478.0,Đã tiếp nhận,Mua hàng,8203
2479,2479,2020-05-28 12:33:40,3590,73,Thời trang Nam/Nữ,Quần jeans,Quần jeans skinny,Quần jeans skinny nam,Levi's,899000,Quần jeans skinny Levi's - Phong cách hiện đại và thời trang.,4.5,1041,6,899000,5394000,2479.0,2479.0,Đã xác nhận,Thẻ ghi nợ,8293
2480,2480,2022-12-22 08:30:04,4923,110,Laptop và Máy tính,Laptop,ThinkPad,ThinkPad X1 Carbon,Lenovo,30990000,Lenovo ThinkPad X1 Carbon Gen 9 - Máy tính xách tay doanh nghiệp cao cấp.,4.9,786,16,30990000,495840000,2480.0,2480.0,Đã hoàn trả,Thanh toán trực tuyến,8732
2481,2481,2022-11-15 03:06:54,7712,117,Đèn trang trí và Chiếu sáng,Đèn bàn,Đèn bàn đọc sách,Đèn bàn đọc sách LED,Philips,599000,Đèn bàn đọc sách LED Philips - Ánh sáng dịu nhẹ cho việc đọc sách.,4.7,1197,2,599000,1198000,,,Đã tiếp nhận,Thẻ tín dụng,8389
